state_fips,county_fips,tract_fips,ckd_pct,ckd_lci,ckd_uci,total_pop
06,06037,06037553902,2.4,2.3,2.6,5809
06,06037,06037620301,2.2,2.0,2.3,4657
06,06029,06029003805,1.9,1.8,2.0,8774
06,06037,06037503601,2.9,2.7,3.0,4168
01,01117,01117030345,2.4,2.2,2.6,2865
01,01097,01097007500,5.0,4.6,5.4,1856
05,05119,05119004213,2.0,1.9,2.2,3694
06,06025,06025011100,3.4,3.3,3.6,3685
06,06037,06037502601,2.6,2.4,2.8,7145
01,01133,01133965800,3.8,3.5,4.1,4432
04,04013,04013050608,2.3,2.2,2.5,7163
06,06029,06029001202,4.1,3.8,4.4,6264
06,06037,06037533501,3.2,2.9,3.4,3090
06,06059,06059099226,2.5,2.4,2.7,3889
06,06037,06037239801,3.0,2.9,3.2,3412
06,06013,06013352102,2.4,2.2,2.5,5586
06,06059,06059089003,2.3,2.2,2.4,4012
06,06001,06001443322,1.8,1.7,1.9,2985
06,06065,06065044404,3.3,3.1,3.6,1860
04,04013,04013060904,2.5,2.4,2.7,3527
01,01001,01001021000,3.3,3.2,3.4,2894
04,04013,04013611800,2.1,1.9,2.2,6540
04,04013,04013105003,2.7,2.4,2.9,4549
05,05035,05035030301,4.0,3.7,4.3,3285
06,06029,06029002100,4.0,3.7,4.3,3852
06,06037,06037570003,2.1,2.0,2.2,4447
06,06037,06037408706,2.0,1.9,2.2,1665
06,06037,06037228800,3.2,3.0,3.4,5575
06,06037,06037265100,3.5,3.2,3.9,2489
01,01121,01121011500,3.1,2.9,3.3,5591
04,04013,04013110400,2.6,2.5,2.7,5125
06,06037,06037190201,2.6,2.4,2.7,2870
04,04007,04007000800,5.7,5.3,6.1,1281
06,06037,06037920031,3.8,3.5,4.1,5301
05,05085,05085020700,4.0,3.7,4.3,2989
05,05145,05145070900,3.1,2.9,3.4,8248
06,06037,06037532700,3.4,3.1,3.7,2990
06,06037,06037402502,3.2,2.9,3.4,7225
06,06019,06019000200,3.7,3.5,4.0,3167
04,04013,04013104100,2.7,2.5,2.9,6567
06,06067,06067009317,2.2,2.1,2.3,5700
06,06037,06037141102,2.1,2.0,2.2,2869
06,06001,06001440304,2.1,2.0,2.2,4674
06,06037,06037542200,3.3,3.1,3.5,6962
04,04013,04013092600,4.5,4.2,4.8,3177
06,06065,06065042619,2.1,2.0,2.3,11267
06,06065,06065041406,1.9,1.8,1.9,5968
06,06029,06029005507,3.0,2.9,3.2,7198
06,06019,06019006603,2.7,2.6,2.9,2047
05,05131,05131000300,3.5,3.3,3.6,2640
01,01071,01071950800,4.0,3.6,4.4,4059
06,06037,06037650401,2.3,2.2,2.5,4472
06,06067,06067009615,1.9,1.8,2.0,7864
01,01071,01071950700,3.8,3.6,4.0,4272
01,01009,01009050101,3.0,2.8,3.2,7858
06,06013,06013345204,2.4,2.3,2.6,3586
04,04013,04013103501,3.0,2.7,3.2,3107
06,06037,06037218701,3.1,2.9,3.2,2430
05,05059,05059020100,2.9,2.7,3.1,7575
06,06037,06037554521,2.6,2.4,2.7,5752
05,05125,05125010512,2.5,2.4,2.7,2899
06,06065,06065044605,3.8,3.6,4.0,4803
06,06053,06053000800,3.1,2.9,3.3,5628
06,06037,06037543000,3.9,3.6,4.2,4345
06,06037,06037267200,2.1,2.0,2.2,5927
06,06067,06067005509,2.0,1.9,2.1,1910
05,05043,05043490300,3.1,2.9,3.4,6114
06,06001,06001433800,2.4,2.3,2.5,7369
06,06061,06061021106,2.8,2.6,3.1,2230
06,06019,06019007700,3.3,3.1,3.6,5599
06,06037,06037104704,3.2,3.0,3.4,4219
01,01125,01125012503,2.2,2.1,2.3,3824
06,06059,06059021921,2.1,2.0,2.3,4496
06,06037,06037269907,1.4,1.3,1.5,2761
04,04019,04019004427,2.9,2.7,3.2,8138
04,04021,04021000211,1.9,1.8,2.0,4465
06,06037,06037910706,2.7,2.5,2.8,6022
06,06067,06067007802,2.7,2.5,2.9,4808
04,04013,04013108400,2.9,2.7,3.1,4888
06,06029,06029003123,2.1,2.0,2.1,15296
06,06065,06065042300,2.7,2.6,2.8,6782
06,06065,06065048300,2.2,2.1,2.4,6649
06,06059,06059075812,2.5,2.4,2.7,6573
06,06059,06059062633,1.5,1.4,1.6,6545
06,06059,06059075810,2.9,2.7,3.2,3046
06,06037,06037406601,2.7,2.6,2.8,5269
02,02170,02170001003,2.4,2.2,2.5,3434
01,01073,01073013901,4.0,3.8,4.2,1704
05,05033,05033020203,2.5,2.3,2.7,7605
04,04013,04013420210,3.4,3.2,3.6,5049
06,06059,06059021814,2.0,1.9,2.2,6816
06,06037,06037119320,2.3,2.2,2.5,4694
06,06037,06037601502,3.2,2.9,3.4,3963
05,05119,05119002600,4.9,4.6,5.3,1342
06,06029,06029006201,3.8,3.5,4.0,2877
06,06037,06037531000,3.5,3.3,3.7,5629
05,05119,05119004004,3.6,3.4,3.8,3743
06,06037,06037311500,2.2,2.1,2.4,5633
06,06001,06001410200,3.0,2.8,3.2,3062
05,05063,05063490600,3.6,3.4,3.9,2830
06,06013,06013348000,2.6,2.5,2.9,4587
06,06007,06007002100,3.8,3.5,4.1,4599
06,06067,06067006102,4.0,3.7,4.4,3114
06,06013,06013312000,4.2,4.0,4.4,2292
01,01073,01073014412,2.4,2.2,2.6,4162
06,06001,06001410300,2.8,2.7,3.0,3536
06,06037,06037123301,2.4,2.3,2.5,4559
05,05119,05119003900,2.8,2.7,3.0,3371
06,06059,06059062605,2.4,2.2,2.6,3094
01,01027,01027958900,3.7,3.5,4.0,5324
06,06037,06037122120,2.7,2.5,2.9,5000
04,04021,04021001900,4.1,3.9,4.2,2571
06,06037,06037601100,3.7,3.5,3.9,6533
06,06037,06037540102,2.8,2.6,3.0,6972
05,05007,05007021301,2.6,2.5,2.7,6518
06,06067,06067007429,2.2,2.1,2.4,4889
06,06013,06013318000,2.5,2.4,2.7,3267
05,05041,05041950300,5.0,4.6,5.4,1744
06,06037,06037211310,2.7,2.5,2.9,3846
04,04013,04013106801,3.8,3.6,4.0,3941
06,06059,06059099702,2.8,2.6,2.9,8182
06,06059,06059052417,2.6,2.4,2.8,6771
06,06059,06059099239,2.7,2.5,2.9,3924
06,06037,06037481500,2.8,2.6,3.0,4361
06,06045,06045010100,4.1,3.9,4.4,2587
06,06013,06013354001,2.6,2.4,2.8,1859
04,04013,04013115600,3.3,3.1,3.5,3864
01,01073,01073012103,3.7,3.6,3.9,4146
06,06017,06017031302,3.6,3.4,3.9,4701
06,06029,06029001101,4.1,3.9,4.4,4413
04,04013,04013610700,2.6,2.5,2.7,7193
05,05071,05071952100,3.9,3.6,4.3,3636
06,06065,06065040501,2.8,2.6,3.0,6878
06,06067,06067009332,2.6,2.4,2.8,1425
01,01131,01131034700,6.1,5.7,6.5,1308
04,04013,04013319600,2.6,2.4,2.8,5436
06,06041,06041125000,2.4,2.2,2.6,4262
01,01097,01097003408,3.5,3.3,3.7,3994
06,06065,06065044923,2.8,2.6,3.0,3615
04,04013,04013813500,2.0,1.9,2.2,2902
05,05131,05131001001,3.0,2.8,3.3,4642
06,06067,06067008140,2.7,2.5,2.9,2894
06,06067,06067002700,2.7,2.6,2.8,3383
06,06067,06067004203,3.1,3.0,3.2,5112
01,01089,01089011200,2.1,2.0,2.2,8316
04,04019,04019001200,4.0,3.8,4.3,3791
06,06037,06037463700,2.7,2.5,2.9,2236
05,05119,05119003100,5.2,4.9,5.6,693
05,05009,05009790300,3.0,2.8,3.2,5348
06,06059,06059075303,2.8,2.6,3.1,3412
06,06037,06037620001,2.2,2.0,2.3,3943
02,02122,02122000800,3.0,2.9,3.2,3724
04,04013,04013422621,1.8,1.7,2.0,4302
06,06037,06037212620,2.4,2.2,2.5,4341
06,06059,06059042112,2.1,2.0,2.3,6858
06,06037,06037600702,3.1,2.9,3.3,4191
06,06037,06037208402,3.0,2.8,3.2,2775
06,06029,06029005802,3.5,3.3,3.7,7379
06,06059,06059001103,2.8,2.6,3.0,4489
04,04017,04017964900,3.2,3.0,3.5,2428
06,06065,06065043807,2.7,2.6,2.9,5743
06,06037,06037543603,3.6,3.4,3.9,3690
06,06065,06065044807,3.7,3.4,4.1,1281
06,06037,06037191720,3.2,3.0,3.4,3770
06,06061,06061021003,2.3,2.2,2.5,6210
04,04013,04013116000,3.8,3.6,4.0,5558
04,04021,04021000902,3.3,3.1,3.4,2327
01,01073,01073011104,3.0,2.8,3.2,7903
06,06037,06037300702,2.7,2.6,2.9,5604
06,06001,06001407101,3.1,2.9,3.3,3414
02,02050,02050000100,4.3,4.2,4.4,9483
06,06037,06037555103,2.2,2.1,2.3,4727
06,06019,06019002906,3.2,3.1,3.4,5520
06,06037,06037703002,3.5,3.2,3.7,6605
06,06059,06059032049,1.7,1.6,1.7,9368
06,06001,06001437702,2.1,1.9,2.2,4256
06,06037,06037120300,2.4,2.3,2.5,5531
06,06023,06023000300,3.6,3.4,3.8,5544
01,01097,01097003901,5.9,5.4,6.3,2076
02,02198,02198940100,3.5,3.2,3.7,1460
06,06037,06037577200,2.0,1.8,2.1,5414
06,06001,06001425103,1.4,1.4,1.5,2502
06,06029,06029002820,2.0,1.9,2.1,6301
06,06037,06037462800,2.2,2.1,2.3,2915
06,06029,06029006303,3.4,3.2,3.7,6784
06,06065,06065045116,3.6,3.3,3.9,1492
06,06037,06037301501,2.5,2.4,2.7,1902
04,04019,04019002801,3.7,3.4,3.9,2330
06,06037,06037194200,2.0,1.9,2.1,3588
04,04019,04019004619,3.5,3.3,3.8,3232
06,06047,06047000602,3.6,3.4,3.8,3550
04,04013,04013522903,2.7,2.6,2.9,5168
02,02105,02105000200,4.0,3.7,4.4,95
01,01089,01089010612,2.3,2.2,2.4,4288
06,06013,06013336202,2.2,2.0,2.3,5701
06,06037,06037296210,3.2,3.0,3.4,3019
04,04013,04013116900,3.5,3.3,3.8,2387
05,05097,05097953000,4.3,4.0,4.7,3299
04,04013,04013319101,1.7,1.6,1.8,2942
06,06001,06001441927,1.6,1.5,1.8,4103
06,06059,06059021912,2.2,2.1,2.3,4828
04,04019,04019002000,3.7,3.5,3.9,6988
06,06065,06065042740,6.4,5.9,7.1,2017
06,06037,06037530700,2.6,2.4,2.8,2213
05,05125,05125010302,2.7,2.5,2.9,3066
04,04013,04013108802,2.5,2.4,2.6,1819
04,04001,04001942600,5.6,5.3,6.0,1578
05,05059,05059020200,4.7,4.4,5.0,2994
06,06051,06051000101,2.9,2.8,3.0,3463
06,06037,06037194101,1.8,1.7,1.9,3091
06,06019,06019003702,3.4,3.2,3.6,4933
01,01095,01095031000,3.4,3.3,3.6,6028
01,01101,01101005408,2.7,2.5,2.8,7637
06,06037,06037571504,2.3,2.2,2.4,4699
05,05139,05139950800,3.3,3.0,3.6,3485
06,06037,06037601900,2.8,2.7,3.1,5685
06,06065,06065045215,2.7,2.5,2.8,8515
06,06019,06019001202,3.8,3.6,4.1,4756
06,06037,06037135114,2.4,2.2,2.6,4445
06,06001,06001402500,3.8,3.5,4.0,1784
06,06037,06037920115,1.9,1.8,2.0,4149
04,04013,04013103210,2.7,2.5,2.9,6044
04,04019,04019004323,1.8,1.7,1.9,3487
06,06037,06037650004,2.0,1.9,2.1,4005
06,06041,06041107000,2.9,2.6,3.1,6142
05,05007,05007020605,2.4,2.2,2.6,4151
06,06059,06059099605,2.4,2.3,2.6,3690
01,01103,01103005101,2.8,2.6,2.9,5036
06,06059,06059032034,2.0,1.9,2.2,5898
05,05119,05119001600,2.4,2.3,2.6,5537
06,06037,06037401102,2.4,2.3,2.6,3101
06,06037,06037535400,3.2,3.0,3.4,3495
06,06037,06037195803,2.1,2.0,2.2,2603
06,06037,06037481001,3.4,3.1,3.7,3842
01,01121,01121010102,3.5,3.3,3.7,5030
06,06037,06037301204,2.4,2.3,2.6,4990
06,06037,06037540901,3.9,3.7,4.2,4994
06,06067,06067008120,2.3,2.1,2.4,4873
04,04013,04013216847,2.0,1.9,2.2,5825
06,06059,06059086304,2.5,2.3,2.6,4847
06,06037,06037276604,1.8,1.8,1.9,3983
04,04027,04027011201,4.8,4.4,5.3,4071
01,01061,01061050600,3.0,2.9,3.2,3762
06,06037,06037670602,2.8,2.6,3.0,7345
06,06063,06063000501,3.0,2.8,3.2,2146
06,06021,06021010400,3.3,3.1,3.6,7636
06,06001,06001403900,2.0,1.9,2.1,3584
06,06037,06037900803,2.9,2.8,3.0,8284
04,04013,04013420301,2.6,2.4,2.7,2224
06,06065,06065042731,3.0,2.9,3.2,5768
01,01073,01073014104,3.6,3.4,3.8,3317
04,04001,04001970200,3.5,3.3,3.7,4990
01,01031,01031010400,3.7,3.4,4.0,2152
06,06061,06061021604,3.0,2.8,3.2,3161
04,04013,04013422626,6.3,5.7,7.0,2510
06,06037,06037134103,2.7,2.5,2.8,4193
06,06037,06037900300,2.8,2.6,2.9,4514
06,06059,06059087405,3.1,2.9,3.3,5912
04,04013,04013061018,4.9,4.4,5.5,4660
02,02020,02020002603,1.7,1.6,1.8,6341
01,01101,01101005700,3.9,3.7,4.0,1526
06,06001,06001451602,2.7,2.5,3.0,6224
06,06001,06001430400,2.6,2.4,2.8,2046
06,06037,06037199120,4.0,3.7,4.5,4086
04,04013,04013941100,2.5,2.2,2.8,63
06,06037,06037577603,2.5,2.3,2.6,8255
06,06037,06037106646,2.7,2.5,2.9,3237
04,04013,04013040502,4.2,3.8,4.6,4861
06,06067,06067009408,2.6,2.5,2.8,1783
06,06053,06053010504,2.2,2.1,2.3,4732
06,06037,06037227010,3.5,3.2,3.7,4662
01,01089,01089001903,2.7,2.5,3.0,2484
06,06037,06037460200,2.7,2.6,2.9,5315
05,05109,05109953300,3.4,3.2,3.6,4237
04,04019,04019004316,4.1,3.9,4.3,3599
06,06065,06065043813,3.5,3.4,3.7,4340
06,06059,06059021802,2.8,2.6,3.0,7091
06,06037,06037128101,2.8,2.6,2.9,3738
01,01097,01097005900,2.9,2.8,3.0,4538
06,06059,06059063202,2.3,2.2,2.5,3556
05,05119,05119004007,4.5,4.3,4.8,2779
06,06059,06059099504,2.7,2.4,2.9,2746
01,01033,01033020802,3.6,3.4,3.9,3766
01,01125,01125010102,2.6,2.5,2.8,3083
01,01073,01073002303,4.6,4.3,5.0,2936
06,06037,06037980024,2.2,2.1,2.4,186
05,05119,05119002900,4.9,4.5,5.2,1408
02,02020,02020001100,2.5,2.4,2.7,940
06,06059,06059099307,3.0,2.8,3.3,2502
06,06037,06037481902,2.9,2.7,3.1,3355
06,06013,06013333101,2.5,2.4,2.7,4091
06,06047,06047001601,3.3,3.1,3.6,4498
04,04013,04013107601,2.9,2.7,3.1,2800
05,05053,05053470200,3.0,2.8,3.3,3197
01,01101,01101002800,3.6,3.3,3.8,4220
01,01037,01037961200,3.9,3.8,4.1,3656
06,06037,06037530302,3.2,3.0,3.5,6556
06,06037,06037113101,3.1,2.9,3.4,3558
04,04013,04013112700,3.8,3.5,4.1,6740
06,06001,06001442700,2.3,2.2,2.5,2873
04,04013,04013614000,2.2,2.0,2.4,4398
06,06037,06037930200,3.1,3.0,3.3,546
06,06037,06037572900,3.1,3.0,3.3,5250
06,06019,06019005302,2.9,2.8,3.1,5208
05,05091,05091020900,2.8,2.7,3.0,8076
06,06001,06001408300,2.9,2.7,3.0,4167
04,04013,04013816700,1.7,1.6,1.8,2348
05,05119,05119003604,3.1,2.9,3.3,6386
06,06037,06037204420,3.5,3.2,3.7,3138
06,06037,06037553100,2.5,2.4,2.7,6298
01,01115,01115040106,2.7,2.6,2.8,6664
06,06037,06037310300,2.7,2.5,2.9,2987
06,06037,06037910101,3.0,2.9,3.2,1684
06,06001,06001400400,1.9,1.8,2.0,3703
04,04021,04021001405,4.1,3.7,4.4,3801
06,06061,06061020717,1.9,1.7,2.0,3118
05,05025,05025970100,3.5,3.3,3.8,4895
06,06001,06001408800,4.1,3.8,4.3,5547
06,06013,06013361000,2.7,2.6,2.8,4475
04,04013,04013420401,3.4,3.2,3.6,4654
06,06037,06037207900,1.6,1.5,1.7,4163
06,06037,06037430301,2.6,2.4,2.8,4422
06,06037,06037531301,3.4,3.1,3.7,5601
06,06041,06041104300,3.0,2.8,3.3,1530
06,06037,06037901209,3.6,3.4,3.8,1633
06,06001,06001436500,2.0,1.9,2.0,4583
04,04017,04017964202,3.9,3.8,4.1,1627
06,06013,06013304004,2.8,2.6,3.0,3738
04,04013,04013116730,1.7,1.6,1.8,1793
04,04019,04019003304,2.8,2.6,2.9,3171
02,02090,02090000400,2.3,2.1,2.4,4717
06,06037,06037222100,3.0,2.9,3.2,3877
06,06065,06065040904,2.7,2.6,2.9,3655
01,01125,01125012000,2.1,2.0,2.4,4096
06,06059,06059074108,2.6,2.4,2.8,5226
04,04025,04025000202,3.4,3.2,3.7,8054
06,06007,06007000202,3.6,3.4,4.0,3723
06,06037,06037532200,2.9,2.7,3.1,6836
04,04019,04019004068,4.7,4.3,5.4,4557
06,06037,06037238200,3.7,3.5,4.0,5267
04,04013,04013109801,3.2,3.0,3.4,3758
06,06065,06065044510,3.1,2.9,3.2,5808
05,05143,05143010503,2.2,2.1,2.4,7676
01,01003,01003011602,4.5,4.2,4.9,4895
05,05031,05031000101,4.0,3.7,4.3,4037
06,06025,06025012302,4.0,3.8,4.2,4756
06,06037,06037408134,2.4,2.2,2.5,2743
04,04013,04013615100,1.8,1.7,1.9,3383
04,04005,04005000200,2.3,2.2,2.5,3788
06,06041,06041113000,2.8,2.7,3.0,3656
04,04013,04013082017,1.8,1.7,1.9,4275
06,06037,06037190401,2.4,2.3,2.6,3135
06,06067,06067005201,1.4,1.3,1.5,3040
06,06037,06037241201,3.4,3.2,3.6,2898
05,05093,05093011400,3.3,3.0,3.5,2757
06,06019,06019005602,3.3,3.1,3.5,5467
06,06013,06013345103,2.5,2.3,2.7,5062
01,01097,01097002800,3.3,3.1,3.5,4536
04,04009,04009961600,2.2,2.1,2.3,3161
06,06037,06037800506,2.7,2.5,2.9,3074
06,06019,06019002200,2.8,2.6,2.9,3594
06,06059,06059042319,2.5,2.4,2.7,3334
06,06037,06037541605,3.2,3.0,3.4,5323
01,01089,01089011012,2.3,2.2,2.5,5976
06,06071,06071000404,2.9,2.8,3.1,4419
06,06037,06037900607,3.3,3.2,3.5,3904
06,06067,06067006900,3.9,3.7,4.2,4763
04,04013,04013420107,2.4,2.2,2.6,6556
01,01097,01097006405,2.9,2.7,3.1,6901
05,05143,05143011002,3.4,3.3,3.6,4666
01,01073,01073003600,4.3,4.0,4.5,4683
01,01003,01003010904,3.2,3.1,3.4,6831
06,06037,06037576503,2.4,2.3,2.5,4454
06,06037,06037310701,3.9,3.6,4.3,2361
06,06059,06059086902,3.1,2.9,3.4,5614
06,06037,06037199300,3.2,2.9,3.4,3848
06,06047,06047000202,3.3,3.2,3.5,1841
06,06065,06065042005,2.3,2.2,2.4,5102
06,06031,06031001601,3.3,3.1,3.4,4516
06,06053,06053011102,2.6,2.4,2.8,11454
01,01109,01109188800,3.4,3.3,3.6,2431
01,01101,01101001600,4.3,4.1,4.5,3769
06,06029,06029004902,2.9,2.7,3.0,8349
05,05051,05051010900,5.0,4.6,5.5,3330
06,06001,06001437400,2.4,2.3,2.6,3408
01,01117,01117030501,2.5,2.4,2.7,6734
06,06037,06037237401,3.7,3.5,4.0,3616
06,06037,06037573800,2.3,2.1,2.4,4284
06,06037,06037432300,3.0,2.8,3.2,3951
01,01053,01053970500,4.2,4.0,4.5,4819
06,06065,06065043235,1.9,1.8,2.0,3742
06,06037,06037407501,2.7,2.5,2.9,4411
04,04013,04013092711,3.0,2.9,3.2,3120
06,06059,06059086702,2.4,2.2,2.5,7094
05,05119,05119001100,5.2,4.9,5.5,2364
04,04013,04013319907,2.3,2.1,2.5,2225
06,06053,06053011303,3.2,3.0,3.4,3775
06,06037,06037901010,2.8,2.7,2.9,5913
04,04013,04013216826,3.5,3.1,4.0,4521
06,06007,06007002601,3.7,3.4,4.0,2324
06,06037,06037113301,3.0,2.8,3.2,2201
06,06013,06013355301,2.2,2.1,2.3,7833
04,04013,04013103303,3.5,3.2,3.9,3475
06,06057,06057000105,2.9,2.7,3.1,2792
06,06001,06001432501,2.7,2.5,2.8,4839
06,06037,06037402904,2.5,2.4,2.7,3603
06,06037,06037302003,3.0,2.8,3.2,3578
06,06037,06037408137,2.2,2.1,2.3,4152
04,04013,04013103216,2.5,2.3,2.6,5192
04,04013,04013117100,2.5,2.4,2.7,2600
06,06037,06037143800,2.2,2.0,2.3,4878
06,06037,06037400402,2.7,2.5,2.9,4125
06,06067,06067000700,4.4,4.1,4.7,2806
06,06067,06067008144,2.5,2.4,2.7,2541
06,06065,06065043267,2.7,2.5,2.9,6705
05,05007,05007020205,2.7,2.6,2.8,5629
06,06037,06037125401,1.6,1.5,1.7,4024
06,06037,06037406411,2.5,2.4,2.6,2126
06,06065,06065041813,3.2,3.0,3.4,6698
04,04003,04003000201,3.2,3.0,3.4,3747
04,04013,04013092308,3.0,2.8,3.2,6612
06,06059,06059001705,2.4,2.3,2.5,4343
04,04003,04003001900,2.7,2.5,2.9,7083
05,05111,05111490300,4.0,3.7,4.3,3544
05,05133,05133080400,3.9,3.7,4.1,2555
06,06037,06037211922,1.9,1.7,2.0,3389
06,06017,06017030505,2.3,2.1,2.4,2704
01,01055,01055001200,3.2,3.0,3.5,3546
06,06067,06067008911,3.2,3.0,3.4,2295
06,06001,06001451704,2.2,2.0,2.4,4449
04,04013,04013421901,2.5,2.3,2.6,4001
06,06065,06065042507,2.6,2.5,2.7,5011
06,06059,06059099417,2.2,2.1,2.4,4031
05,05065,05065960300,3.5,3.3,3.7,2958
06,06013,06013320004,2.1,1.9,2.2,6216
06,06013,06013359203,2.5,2.3,2.6,6726
04,04013,04013106003,3.6,3.4,3.9,3175
04,04013,04013040526,5.5,5.0,6.1,2365
06,06059,06059001101,2.4,2.2,2.6,4523
06,06067,06067002400,2.4,2.3,2.6,4387
01,01055,01055011200,4.0,3.8,4.3,2934
06,06001,06001441401,1.9,1.8,2.0,6931
06,06037,06037535605,3.1,2.8,3.3,4153
04,04013,04013523006,2.7,2.5,2.9,5448
06,06037,06037621324,1.9,1.8,2.1,3842
06,06067,06067008209,2.6,2.4,2.8,4085
01,01077,01077011102,3.1,2.9,3.3,4465
06,06037,06037533805,2.9,2.7,3.2,3604
06,06029,06029004302,2.3,2.1,2.4,5710
06,06065,06065030603,2.8,2.6,3.1,2978
04,04003,04003000500,3.3,3.2,3.4,5651
06,06065,06065044520,4.7,4.4,5.1,1704
06,06037,06037404703,2.9,2.7,3.1,3178
06,06037,06037480302,2.5,2.4,2.6,4255
06,06067,06067005404,3.0,2.8,3.2,5611
04,04019,04019004031,3.4,3.1,3.6,3926
06,06067,06067008801,1.8,1.7,1.9,4436
04,04015,04015953602,3.4,3.2,3.7,2647
06,06067,06067003700,3.4,3.2,3.6,4219
06,06037,06037106643,2.2,2.1,2.4,4320
06,06037,06037131702,2.6,2.4,2.8,3751
06,06059,06059087806,2.7,2.6,2.9,5702
06,06067,06067009639,2.6,2.5,2.7,3554
04,04013,04013421102,3.3,3.1,3.5,5280
04,04027,04027001004,4.0,3.8,4.2,2381
04,04013,04013061040,2.0,1.9,2.1,3929
04,04013,04013217201,1.7,1.6,1.8,1383
06,06037,06037554101,2.4,2.3,2.5,3799
06,06031,06031000602,2.3,2.2,2.5,5676
06,06019,06019004408,2.0,1.8,2.1,3517
04,04027,04027000903,2.8,2.7,3.0,3193
06,06013,06013370000,2.6,2.5,2.8,2837
01,01073,01073005500,5.4,5.0,5.8,2167
06,06037,06037209102,3.2,3.0,3.4,5267
04,04013,04013111204,1.4,1.3,1.5,2154
06,06037,06037575500,5.3,4.8,5.7,76
06,06001,06001450752,1.4,1.4,1.5,5262
06,06001,06001450750,1.6,1.5,1.7,3618
04,04013,04013422615,2.0,1.9,2.1,6698
01,01003,01003011407,3.1,2.9,3.3,4799
06,06037,06037311000,2.2,2.1,2.4,3755
04,04013,04013116715,2.4,2.2,2.5,2075
06,06037,06037533300,3.0,2.7,3.2,3558
04,04013,04013061029,2.9,2.7,3.1,4905
06,06059,06059110603,2.5,2.4,2.6,8540
02,02110,02110000400,2.6,2.5,2.8,4804
06,06029,06029004500,3.1,2.9,3.3,3937
04,04013,04013104900,2.7,2.5,2.9,4003
06,06039,06039000506,2.6,2.5,2.8,6438
06,06037,06037128500,2.5,2.4,2.7,4015
04,04019,04019004049,3.7,3.4,4.0,2591
06,06037,06037501804,2.6,2.5,2.8,2131
06,06047,06047002301,2.6,2.5,2.8,6680
06,06065,06065043006,3.1,2.9,3.3,4703
06,06059,06059062800,2.7,2.5,2.9,4220
06,06023,06023940000,4.1,3.8,4.3,3041
04,04015,04015955000,3.8,3.6,4.0,5286
02,02020,02020002813,2.2,2.1,2.4,4579
04,04013,04013092723,2.2,2.1,2.3,4114
04,04013,04013050604,2.9,2.8,3.1,3727
06,06001,06001405500,2.2,2.0,2.3,3643
01,01003,01003010905,2.7,2.6,2.9,8011
02,02090,02090001500,1.9,1.8,2.1,10052
06,06001,06001423902,1.9,1.8,2.0,1552
06,06055,06055201200,3.4,3.1,3.7,4739
06,06037,06037109300,2.5,2.4,2.6,3085
06,06059,06059063908,1.8,1.7,1.9,5430
06,06037,06037275101,2.2,2.0,2.3,1177
05,05003,05003960400,3.9,3.7,4.0,1801
06,06061,06061022500,2.4,2.3,2.6,3879
06,06029,06029000504,3.7,3.5,4.0,4086
06,06037,06037139303,2.7,2.6,2.9,4186
06,06019,06019001303,3.1,3.0,3.3,2888
06,06037,06037217200,2.7,2.5,2.9,3905
06,06037,06037401800,2.6,2.4,2.8,7378
06,06037,06037216200,2.1,2.0,2.2,4911
04,04013,04013116608,1.9,1.8,2.0,3553
06,06067,06067007207,2.9,2.8,3.0,4212
06,06059,06059011711,2.1,2.0,2.2,7305
06,06037,06037262100,2.8,2.6,3.1,3586
06,06019,06019005906,3.0,2.8,3.2,2240
01,01089,01089000502,3.8,3.5,4.1,2333
06,06067,06067007011,1.9,1.8,2.0,5788
05,05019,05019953800,3.4,3.2,3.6,4008
01,01049,01049960500,3.5,3.3,3.7,5373
06,06037,06037603005,2.5,2.4,2.6,5591
06,06059,06059011707,2.0,1.9,2.1,6045
06,06065,06065042520,3.4,3.2,3.6,4669
06,06059,06059042313,2.5,2.3,2.7,6471
06,06001,06001441800,2.1,2.0,2.2,6786
06,06001,06001451504,1.9,1.8,2.1,1509
06,06037,06037265301,0.7,0.6,0.8,9344
06,06029,06029005801,2.2,2.1,2.3,5997
04,04019,04019004710,3.2,3.0,3.6,4097
01,01073,01073000100,4.4,4.1,4.6,3042
04,04013,04013093001,3.6,3.4,3.8,4841
05,05093,05093011300,3.6,3.4,3.8,2206
01,01007,01007010001,3.6,3.3,3.8,2732
01,01117,01117030704,3.2,3.0,3.4,3874
04,04005,04005002100,2.8,2.6,2.9,7247
01,01093,01093964000,3.6,3.4,3.8,5087
06,06019,06019000502,3.7,3.5,3.9,3606
05,05085,05085020102,2.3,2.1,2.4,5373
06,06037,06037408504,2.5,2.3,2.6,5322
06,06067,06067007413,3.5,3.3,3.7,5932
06,06029,06029001802,2.8,2.6,3.0,5408
05,05131,05131000502,3.8,3.6,4.1,3063
06,06037,06037400205,2.2,2.1,2.4,3204
05,05103,05103950300,3.9,3.8,4.1,5522
06,06023,06023000200,2.6,2.4,2.8,6211
02,02150,02150000300,2.2,2.1,2.3,2255
06,06053,06053011304,2.8,2.7,3.0,6688
06,06059,06059088904,2.4,2.2,2.6,5766
05,05087,05087960300,3.4,3.3,3.6,4895
06,06029,06029002302,4.1,3.8,4.4,3378
06,06059,06059063807,2.2,2.1,2.4,4957
01,01003,01003010300,2.9,2.7,3.1,7826
06,06037,06037650502,2.5,2.4,2.7,4294
